House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
1,Coppercrack Crescent,Molly,Davis,72,Head,Married,Female,"Retired Designer, television/film set",None,Methodist
1,Coppercrack Crescent,Donald,Davis,75,Husband,Married,Male,"Retired Copywriter, advertising",None,None
2,Coppercrack Crescent,Barbara,Chambers,77,Head,Single,Female,Retired Intelligence analyst,None,None
2,Coppercrack Crescent,Cheryl,Andrews,21,Granddaughter,Single,Female,University Student,None,None
2,Coppercrack Crescent,Duncan,Andrews,19,Grandson,Widowed,Male,University Student,None,None
3,Coppercrack Crescent,Charlene,Mason,42,Head,Married,Female,Lawyer,None,None
3,Coppercrack Crescent,Howard,Mason,44,Husband,Married,Male,Merchant navy officer,None,None
3,Coppercrack Crescent,Frances,Mason,10,Daughter,NA,Female,Student,None,NA
4,Coppercrack Crescent,Raymond,Clarke,59,Head,Married,Male,Special educational needs teacher,None,Christian
4,Coppercrack Crescent,Rachael,Clarke,57,Wife,Married,Female,"Scientist, marine",None,None
4,Coppercrack Crescent,Ellie,Clarke,24,Daughter,Single,Female,Toxicologist,None,Christian
4,Coppercrack Crescent,Jamie,Clarke,22,Son,Divorced,Male,University Student,None,Christian
4,Coppercrack Crescent,Damien,Clarke,21,Son,Single,Male,University Student,None,Christian
4,Coppercrack Crescent,Sophie,Clarke,17,Daughter,NA,Female,Student,None,NA
4,Coppercrack Crescent,Julian,Clarke,14,Son,NA,Male,Student,None,NA
5,Coppercrack Crescent,Anne,Hartley,26,Head,Single,Female,"Pilot, airline",None,None
5,Coppercrack Crescent,Tracy,Wood,32,Lodger,Single,Female,Environmental health practitioner,None,None
5,Coppercrack Crescent,Jessica,Webb,53,Lodger,Divorced,Female,Toxicologist,None,Christian
5,Coppercrack Crescent,Naomi,Walker,59,Lodger,Single,Female,"Surveyor, quantity",None,Christian
6,Coppercrack Crescent,Gillian,Wall,51,Head,Married,Female,Sales executive,None,Christian
6,Coppercrack Crescent,Donald,Wall-Wilson,54,Husband,Married,Male,Optometrist,None,None
6,Coppercrack Crescent,June,Wall-Wilson,24,Daughter,Single,Female,Accommodation manager,None,None
6,Coppercrack Crescent,Shannon,Wall-Wilson,6,Daughter,NA,Female,Student,None,NA
7,Coppercrack Crescent,Cheryl,Thomas,55,Head,Single,Female,Technical brewer,None,Christian
7,Coppercrack Crescent,Wayne,Thomas,24,Son,Divorced,Male,Bookseller,None,None
7,Coppercrack Crescent,Damian,Thomas,21,Son,Divorced,Male,Chief Executive Officer,None,Christian
8,Coppercrack Crescent,Jemma,Lewis,35,Head,Single,Female,Ranger/warden,None,None
8,Coppercrack Crescent,Reece,Williams,35,Partner,Single,Male,Sports administrator,None,None
8,Coppercrack Crescent,Andrea,Lewis,11,Daughter,NA,Female,Student,None,NA
9,Coppercrack Crescent,Lewis,Day,53,Head,Single,Male,"Surveyor, planning and development",None,Methodist
9,Coppercrack Crescent,Bradley,Wilson,49,None,Single,Male,"Production designer, theatre/television/film",None,None
9,Coppercrack Crescent,Martyn,Murphy,24,None,Single,Male,Unemployed,None,Sikh
10,Coppercrack Crescent,Susan,Harvey,42,Head,Married,Female,Veterinary surgeon,None,Catholic
10,Coppercrack Crescent,Gerald,Harvey,47,Husband,Married,Male,Secondary school teacher,None,Catholic
10,Coppercrack Crescent,Victoria,Harvey,19,Daughter,Single,Female,University Student,None,None
11,Coppercrack Crescent,Jasmine,Reed,62,Head,Married,Female,Animal nutritionist,None,None
11,Coppercrack Crescent,Gerard,Reed,67,Husband,Married,Male,Sport and exercise psychologist,None,None
11,Coppercrack Crescent,Helen,Reed,25,Daughter,Single,Female,Lawyer,None,None
11,Coppercrack Crescent,Jemma,Reed,19,Daughter,Divorced,Female,University Student,None,None
11,Coppercrack Crescent,Ben,Reed,16,Son,NA,Male,Student,None,NA
11,Coppercrack Crescent,Mohammed,Reed,14,Son,NA,Male,Student,None,NA
11,Coppercrack Crescent,Colin,Reed,10,Son,NA,Male,Student,None,NA
12,Coppercrack Crescent,Marc,Dixon,66,Head,Married,Male,Records manager,None,None
12,Coppercrack Crescent,Bethan,Dixon,63,Wife,Married,Female,Animal nutritionist,None,None
13,Coppercrack Crescent,Janet,Price,64,Head,Single,Female,Unemployed,None,Christian
13,Coppercrack Crescent,Mark,Price,36,Son,Single,Male,Manufacturing systems engineer,None,Christian
13,Coppercrack Crescent,Ricky,Price,35,Son,Single,Male,Lawyer,None,Christian
14,Coppercrack Crescent,Bradley,Gregory,26,Head,Divorced,Male,Unemployed,None,None
14,Coppercrack Crescent,Rachel,Gregory,2,Daughter,NA,Female,Child,None,NA
14,Coppercrack Crescent,Kelly,Davies,27,Lodger,Single,Female,"Engineer, chemical",None,Catholic
14,Coppercrack Crescent,Leslie,Bennett,38,Lodger,Single,Male,Youth worker,None,Christian
14,Coppercrack Crescent,Yvonne,Gordon,51,Lodger,Single,Female,Educational psychologist,None,Christian
15,Coppercrack Crescent,Jayne,O'Sullivan,39,Head,Married,Female,Location manager,None,Catholic
15,Coppercrack Crescent,Mitchell,O'Sullivan,41,Husband,Married,Male,Hydrographic surveyor,None,Catholic
15,Coppercrack Crescent,Jeffrey,O'Sullivan,5,Son,NA,Male,Student,None,NA
16,Coppercrack Crescent,Shaun,Marshall,66,Head,Widowed,Male,Medical secretary,None,Christian
17,Coppercrack Crescent,Olivia,White,35,Head,Married,Female,"Pilot, airline",None,Christian
17,Coppercrack Crescent,Robert,Howard,35,Husband,Married,Male,Writer,None,Christian
17,Coppercrack Crescent,Carolyn,Adams,31,Cousin,Single,Female,Race relations officer,None,None
17,Coppercrack Crescent,Clifford,Richardson,39,Sibling,Single,Male,Diplomatic Services operational officer,None,Christian
18,Coppercrack Crescent,Alexandra,Baker,59,Head,Divorced,Female,"Engineer, building services",None,None
18,Coppercrack Crescent,Sylvia,Baker,20,Daughter,Single,Female,University Student,None,None
19,Coppercrack Crescent,Marian,Pearce,82,Head,Married,Female,Retired Water engineer,None,Methodist
19,Coppercrack Crescent,Ashley,Pearce,86,Husband,Married,Male,Retired Community education officer,None,Methodist
20,Coppercrack Crescent,Marian,Jones,61,Head,Single,Female,Mining engineer,None,None
21,Coppercrack Crescent,Charlene,Long,22,Head,Single,Female,University Student,None,None
21,Coppercrack Crescent,Gillian,Jones,30,None,Single,Female,Lobbyist,None,None
21,Coppercrack Crescent,Aaron,Johnson,42,None,Single,Male,Jewellery designer,None,Christian
22,Coppercrack Crescent,Tina,Wade,61,Head,Married,Female,Hydrogeologist,None,Christian
22,Coppercrack Crescent,Marcus,Wade,61,Husband,Married,Male,Unemployed,None,Christian
22,Coppercrack Crescent,Connor,Wade,43,Son,Single,Male,"Psychotherapist, child",None,Christian
22,Coppercrack Crescent,Sandra,Wade,35,Daughter,Single,Female,"Nurse, children's",None,Christian
23,Coppercrack Crescent,Vanessa,Moore,56,Head,Married,Female,Patent attorney,None,Christian
23,Coppercrack Crescent,Graham,Moore,62,Husband,Married,Male,Futures trader,None,Christian
23,Coppercrack Crescent,Carol,Moore,14,Daughter,NA,Female,Student,None,NA
24,Coppercrack Crescent,Lucy,Atkinson,47,Head,Married,Female,Office manager,None,Christian
24,Coppercrack Crescent,Francis,Atkinson,48,Husband,Married,Male,"Radiographer, diagnostic",None,Christian
24,Coppercrack Crescent,Nicholas,Atkinson,16,Son,NA,Male,Student,None,NA
24,Coppercrack Crescent,Holly,Atkinson,13,Daughter,NA,Female,Student,None,NA
25,Coppercrack Crescent,Ruth,Ellis,53,Head,Married,Female,Early years teacher,None,Christian
25,Coppercrack Crescent,Callum,Ellis,56,Husband,Married,Male,Planning and development surveyor,None,Christian
25,Coppercrack Crescent,Angela,Ellis,23,Daughter,Divorced,Female,"Production assistant, television",None,None
25,Coppercrack Crescent,Hollie,Ellis,22,Daughter,Single,Female,"Scientist, water quality",None,Christian
25,Coppercrack Crescent,Leigh,Ellis,21,Son,Single,Male,University Student,None,None
25,Coppercrack Crescent,Alex,Ellis,20,Son,Divorced,Male,University Student,None,Christian
25,Coppercrack Crescent,Dean,Harris-Ellis,16,Son,NA,Male,Student,None,NA
26,Coppercrack Crescent,Suzanne,Gill,20,Head,Single,Female,University Student,None,None
26,Coppercrack Crescent,Bryan,Brown,19,None,Single,Male,University Student,None,Christian
26,Coppercrack Crescent,Lynn,Hunt,22,None,Single,Female,University Student,None,Christian
27,Coppercrack Crescent,Beverley,Martin,51,Head,Married,Female,Equality and diversity officer,None,Christian
27,Coppercrack Crescent,Richard,Martin,50,Husband,Married,Male,Recycling officer,None,Christian
27,Coppercrack Crescent,Clare,Martin,23,Daughter,Single,Female,Audiological scientist,None,Christian
28,Coppercrack Crescent,Douglas,Smith,31,Head,Single,Male,Barista,None,None
28,Coppercrack Crescent,Peter,Taylor,18,None,Single,Male,Student,None,NA
28,Coppercrack Crescent,Chloe,Williams,36,None,Single,Female,Lobbyist,None,Christian
29,Coppercrack Crescent,Joel,Barnes,41,Head,Married,Male,Publishing rights manager,None,Catholic
29,Coppercrack Crescent,Sally,Barnes,43,Wife,Married,Female,Operations geologist,None,Catholic
30,Coppercrack Crescent,Sophie,Davies,33,Head,Single,Female,Unemployed,None,Christian
30,Coppercrack Crescent,Bernard,Davies,5,Son,NA,Male,Student,None,NA
30,Coppercrack Crescent,Christopher,Davies,5,Son,NA,Male,Student,None,NA
31,Coppercrack Crescent,Beth,Perry,35,Head,Divorced,Female,"Surveyor, insurance",None,None
31,Coppercrack Crescent,Tracey,Perry,0,Daughter,NA,Female,Child,None,NA
31,Coppercrack Crescent,Chloe,Lee,37,Lodger,Single,Female,Company secretary,None,Christian
31,Coppercrack Crescent,Raymond,Harris,32,Lodger,Single,Male,Petroleum engineer,None,None
31,Coppercrack Crescent,Darren,Buckley,29,Lodger,Single,Male,Public house manager,None,None
32,Coppercrack Crescent,Hayley,Gill,42,Head,Married,Female,Make,None,Catholic
32,Coppercrack Crescent,Gary,Gill,39,Husband,Married,Male,Social worker,None,Catholic
32,Coppercrack Crescent,Bradley,Gill,16,Son,NA,Male,Student,None,NA
32,Coppercrack Crescent,Sheila,Gill,12,Daughter,NA,Female,Student,None,NA
32,Coppercrack Crescent,Jayne,Gill,10,Daughter,NA,Female,Student,None,NA
33,Coppercrack Crescent,Zoe,Hussain,34,Head,Married,Female,"Engineer, communications",None,None
33,Coppercrack Crescent,Samuel,Hussain,35,Husband,Married,Male,Radio broadcast assistant,None,None
33,Coppercrack Crescent,Rosie,Brown,27,Lodger,Divorced,Female,"Engineer, land",None,Christian
34,Coppercrack Crescent,Lynn,Price,35,Head,Married,Female,Horticultural consultant,None,Christian
34,Coppercrack Crescent,Leslie,Price,39,Husband,Married,Male,Passenger transport manager,None,None
35,Coppercrack Crescent,Janet,Clarke,33,Head,Married,Female,"Lecturer, further education",None,None
35,Coppercrack Crescent,Gregory,Clarke,40,Husband,Married,Male,Museum/gallery conservator,None,None
35,Coppercrack Crescent,Anthony,Clarke,1,Son,NA,Male,Child,None,NA
35,Coppercrack Crescent,Mitchell,Clarke,0,Son,NA,Male,Child,None,NA
36,Coppercrack Crescent,Hollie,Williams,52,Head,Married,Female,Sub,None,None
36,Coppercrack Crescent,John,Williams,51,Husband,Married,Male,Health promotion specialist,None,None
36,Coppercrack Crescent,Keith,Williams,13,Son,NA,Male,Student,None,NA
36,Coppercrack Crescent,Wendy,Williams,12,Daughter,NA,Female,Student,None,NA
37,Coppercrack Crescent,Sarah,Long,67,Head,Married,Female,"Designer, textile",None,Christian
37,Coppercrack Crescent,Gareth,Long,70,Husband,Married,Male,Retired Senior tax professional/tax inspector,None,None
38,Coppercrack Crescent,Tina,Johnson,82,Head,Married,Female,Retired Government social research officer,None,Christian
38,Coppercrack Crescent,Ben,Johnson,82,Husband,Married,Male,Retired Solicitor,None,Christian
39,Coppercrack Crescent,Iain,Day,64,Head,Single,Male,Hydrogeologist,None,Christian
39,Coppercrack Crescent,Dean,Day,40,None,Single,Male,"Social research officer, government",None,None
39,Coppercrack Crescent,Katie,Khan,60,None,Single,Female,Legal secretary,None,None
39,Coppercrack Crescent,Gordon,Thomas,62,None,Single,Male,"Administrator, education",None,Christian
39,Coppercrack Crescent,Jessica,Kerr,30,None,Single,Female,Forensic scientist,None,Christian
40,Coppercrack Crescent,Gavin,Spencer,51,Head,Married,Male,Unemployed,None,Christian
40,Coppercrack Crescent,Carolyn,Spencer,48,Wife,Married,Female,Contracting civil engineer,None,None
40,Coppercrack Crescent,Jacqueline,Spencer,25,Daughter,Single,Female,Police officer,None,None
41,Coppercrack Crescent,Wendy,Marsh,56,Head,Divorced,Female,"Restaurant manager, fast food",None,Christian
41,Coppercrack Crescent,Allan,Marsh,13,Son,NA,Male,Student,Unknown Infection,NA
41,Coppercrack Crescent,Sam,Marsh,10,Son,NA,Male,Student,None,NA
42,Coppercrack Crescent,Gavin,Smith,23,Head,Single,Male,Lawyer,None,Methodist
42,Coppercrack Crescent,Megan,Anderson,31,None,Single,Female,Photographer,None,Christian
42,Coppercrack Crescent,Dorothy,Ball,39,None,Single,Female,Regulatory affairs officer,None,Christian
43,Coppercrack Crescent,Maureen,Knight,74,Head,Widowed,Female,Retired Theatre manager,None,None
43,Coppercrack Crescent,Sarah,Knight,42,Daughter,Single,Female,"Engineer, building services",None,None
43,Coppercrack Crescent,Gareth,Knight,39,Son,Single,Male,Unemployed,None,Christian
43,Coppercrack Crescent,Jemma,Knight,35,Daughter,Single,Female,"Administrator, sports",None,None
44,Coppercrack Crescent,Sian,Clark,47,Head,Married,Female,"Clinical scientist, histocompatibility and immunogenetics",None,Catholic
44,Coppercrack Crescent,Tony,Clark-Wright,45,Husband,Married,Male,Operational researcher,None,Catholic
44,Coppercrack Crescent,Mohammad,Clark-Wright,17,Son,NA,Male,Student,None,NA
45,Coppercrack Crescent,Gillian,Mason,45,Head,Married,Female,Animal technologist,None,Christian
45,Coppercrack Crescent,Leonard,Mason,56,Husband,Married,Male,Unemployed,None,None
45,Coppercrack Crescent,Sandra,Mason,17,Daughter,NA,Female,Student,None,NA
46,Coppercrack Crescent,Stephanie,Richardson,42,Head,Single,Female,Unemployed,None,None
46,Coppercrack Crescent,Donald,Benson,46,Partner,Single,Male,"Editor, film/video",None,None
46,Coppercrack Crescent,Ronald,Richardson,6,Son,NA,Male,Student,None,NA
47,Coppercrack Crescent,Julie,Clarke,37,Head,Married,Female,"Accountant, chartered certified",None,None
47,Coppercrack Crescent,Graeme,Clarke,39,Husband,Married,Male,Systems analyst,None,None
47,Coppercrack Crescent,Claire,Clarke,0,Daughter,NA,Female,Child,None,NA
47,Coppercrack Crescent,Henry,Bell,38,Lodger,Single,Male,Broadcast presenter,None,None
48,Coppercrack Crescent,Holly,Robinson,40,Head,Married,Female,"Sound technician, broadcasting/film/video",None,None
48,Coppercrack Crescent,Arthur,Robinson,40,Husband,Married,Male,Recruitment consultant,None,None
48,Coppercrack Crescent,Lee,Robinson,8,Son,NA,Male,Student,None,NA
49,Coppercrack Crescent,Amanda,Jones,54,Head,Married,Female,Archaeologist,None,None
49,Coppercrack Crescent,Aimee,Jones,60,Wife,Married,Female,Media buyer,None,None
49,Coppercrack Crescent,Connor,Jones,27,Son,Divorced,Male,"Optician, dispensing",None,None
49,Coppercrack Crescent,Carol,Jones,25,Daughter,Single,Female,"Engineer, automotive",None,None
49,Coppercrack Crescent,Elliott,Jones,3,Son,NA,Male,Child,None,NA
50,Coppercrack Crescent,Frederick,Allen,36,Head,Single,Male,Child psychotherapist,None,Catholic
50,Coppercrack Crescent,Angela,Morton,42,None,Divorced,Female,Call centre manager,None,Catholic
50,Coppercrack Crescent,Martyn,Gray,45,None,Single,Male,"Psychotherapist, child",None,None
51,Coppercrack Crescent,Stephanie,White,54,Head,Single,Female,"Lighting technician, broadcasting/film/video",None,Christian
51,Coppercrack Crescent,Simon,Ellis,62,Partner,Single,Male,Exercise physiologist,None,None
51,Coppercrack Crescent,Susan,White,21,Daughter,Single,Female,University Student,None,Christian
51,Coppercrack Crescent,Sharon,White,6,Daughter,NA,Female,Student,None,NA
52,Coppercrack Crescent,Denise,Patel,53,Head,Married,Female,Advice worker,None,Christian
52,Coppercrack Crescent,Suzanne,Patel,53,Wife,Married,Female,Energy manager,None,Christian
52,Coppercrack Crescent,Cameron,Patel,30,Son,Single,Male,Primary school teacher,None,None
53,Coppercrack Crescent,Tracey,Hawkins,33,Head,Single,Female,Advertising account planner,None,Catholic
53,Coppercrack Crescent,Dorothy,Hawkins,2,Daughter,NA,Female,Child,None,NA
53,Coppercrack Crescent,Declan,Hawkins,2,Son,NA,Male,Child,None,NA
54,Coppercrack Crescent,Olivia,Parkinson,54,Head,Single,Female,Information systems manager,None,Methodist
55,Coppercrack Crescent,Roy,Freeman,35,Head,Single,Male,Product designer,None,None
56,Coppercrack Crescent,Marian,Wood,26,Head,Single,Female,Multimedia programmer,None,Christian
56,Coppercrack Crescent,Joe,Whittaker,28,Partner,Single,Male,Video editor,None,Christian
57,Coppercrack Crescent,Patricia,Mason,89,Head,Widowed,Female,"Retired Administrator, arts",None,Christian
58,Coppercrack Crescent,Patrick,Davies,22,Head,Single,Male,University Student,None,Christian
58,Coppercrack Crescent,Caroline,Johnson,22,None,Single,Female,University Student,None,Catholic
58,Coppercrack Crescent,Katherine,Price,21,None,Single,Female,University Student,None,NA
58,Coppercrack Crescent,Carl,Jones,19,None,Single,Male,University Student,None,None
59,Coppercrack Crescent,Clifford,Francis,52,Head,Married,Male,Financial adviser,None,Methodist
59,Coppercrack Crescent,Lynda,Francis,53,Wife,Married,Female,"Accountant, chartered management",None,Methodist
1,Ali Union,Connor,Elliott,47,Head,Married,Male,"Conservation officer, historic buildings",None,None
1,Ali Union,Shannon,Elliott,40,Wife,Married,Female,Equality and diversity officer,None,None
1,Ali Union,Mohammed,Elliott,13,Son,NA,Male,Student,None,NA
1,Ali Union,Lynn,Elliott,4,Daughter,NA,Female,Child,None,NA
2,Ali Union,Tom,Ferguson,30,Head,Married,Male,English as a foreign language teacher,None,None
2,Ali Union,Ann,Ferguson,29,Wife,Married,Female,Arts development officer,None,None
3,Ali Union,Howard,Morgan,29,Head,Single,Male,"Engineer, petroleum",None,Christian
3,Ali Union,Samantha,Roberts,27,Partner,Single,Female,Ophthalmologist,None,None
4,Ali Union,Nigel,Cunningham,73,Head,Married,Male,Retired Public house manager,None,Christian
